YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2015,2015,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,RACE,BLK,,,,
2017,2017,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,31.9,31.9,,,29.8,34.1,Overall,Overall,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,CRDPREV,OVERALL,OVR,,,,
2013,2013,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,RACE,BLK,,,,
2016,2016,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,30.1,30.1,,,28,32.4,Overall,Overall,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,OVERALL,OVR,,,,
2012,2012,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,CRDPREV,RACE,BLK,,,,
2017,2017,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,34.1,34.1,,,31.1,37.2,Gender,Male,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,CRDPREV,GENDER,GENM,,,,
2016,2016,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,CRDPREV,RACE,BLK,,,,
2014,2014,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,30.1,30.1,,,28.1,32.2,Overall,Overall,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,OVERALL,OVR,,,,
2016,2016,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,32.5,32.5,,,29.5,35.8,Gender,Male,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENM,,,,
2018,2018,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,CRDPREV,RACE,BLK,,,,
2012,2012,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,28.1,28.1,,,26.5,29.8,Overall,Overall,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,OVERALL,OVR,,,,
2014,2014,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,CRDPREV,RACE,BLK,,,,
2018,2018,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,29.1,29.1,,,27.1,31.3,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,CRDPREV,RACE,WHT,,,,
2017,2017,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,RACE,BLK,,,,
2018,2018,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,31.2,31.2,,,28.4,34.2,Gender,Male,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENM,,,,
2015,2015,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,32.2,32.2,,,29.4,35,Gender,Male,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,CRDPREV,GENDER,GENM,,,,
2011,2011,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,28.1,28.1,,,26.3,30.1,Overall,Overall,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,CRDPREV,OVERALL,OVR,,,,
2011,2011,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,26.4,26.4,,,14.9,42.4,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,RACE,MRC,,,,
2016,2016,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,27.8,27.8,,,24.9,30.9,Gender,Female,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENF,,,,
2014,2014,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,28.3,28.3,,,25.4,31.3,Gender,Female,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENF,,,,
2013,2013,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,29.9,29.9,,,28,31.8,Overall,Overall,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,CRDPREV,OVERALL,OVR,,,,
2018,2018,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,40.8,40.8,,,32.9,49.3,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,CRDPREV,RACE,OTH,,,,
2018,2018,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,31.1,31.1,,,28.4,34,Gender,Male,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,CRDPREV,GENDER,GENM,,,,
2018,2018,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,28.9,28.9,,,25.9,32,Gender,Female,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENF,,,,
2012,2012,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,27.6,27.6,,,25.3,29.9,Gender,Female,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENF,,,,
2013,2013,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,35.7,35.7,,,24.1,49.4,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,RACE,MRC,,,,
2014,2014,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,31.5,31.5,,,28.8,34.3,Gender,Male,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,CRDPREV,GENDER,GENM,,,,
2017,2017,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,37.4,37.4,,,25.2,51.5,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,RACE,MRC,,,,
2012,2012,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,28.7,28.7,,,26.4,31.1,Gender,Male,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,CRDPREV,GENDER,GENM,,,,
2011,2011,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,RACE,BLK,,,,
2013,2013,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,32.8,32.8,,,27.1,39,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,RACE,OTH,,,,
2015,2015,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,35.6,35.6,,,28.7,43.2,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,RACE,OTH,,,,
2015,2015,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,CRDPREV,RACE,BLK,,,,
2011,2011,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,41.9,41.9,,,29.7,55.1,Race/Ethnicity,Hispanic,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,RACE,HIS,,,,
2017,2017,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,45.5,45.5,,,38.3,52.9,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,RACE,OTH,,,,
2011,2011,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,41.6,41.6,,,34.2,49.4,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,RACE,OTH,,,,
2016,2016,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,29.6,29.6,,,27.6,31.7,Overall,Overall,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,CRDPREV,OVERALL,OVR,,,,
2013,2013,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,CRDPREV,RACE,BLK,,,,
2013,2013,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,29.6,29.6,,,27.5,31.8,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,RACE,WHT,,,,
2014,2014,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,29.8,29.8,,,27.9,31.8,Overall,Overall,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,CRDPREV,OVERALL,OVR,,,,
2011,2011,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,26.8,26.8,,,24.8,28.9,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,RACE,WHT,,,,
2015,2015,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,32.6,32.6,,,29.9,35.5,Gender,Male,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENM,,,,
2017,2017,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,33.6,33.6,,,30.5,36.8,Gender,Male,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENM,,,,
2017,2017,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,CRDPREV,RACE,BLK,,,,
2016,2016,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,CRDPREV,RACE,HIS,,,,
2012,2012,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,28.1,28.1,,,26.5,29.8,Overall,Overall,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,CRDPREV,OVERALL,OVR,,,,
2018,2018,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,26.6,26.6,,,15.2,42.2,Race/Ethnicity,Hispanic,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,CRDPREV,RACE,HIS,,,,
2015,2015,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,36.3,36.3,,,23.9,50.8,Race/Ethnicity,Hispanic,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,RACE,HIS,,,,
2017,2017,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,39.0,39,,,24.7,55.4,Race/Ethnicity,Hispanic,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,RACE,HIS,,,,
2013,2013,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,33.2,33.2,,,22.5,45.9,Race/Ethnicity,Hispanic,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,RACE,HIS,,,,
2013,2013,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,31.9,31.9,,,29.2,34.8,Gender,Male,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,CRDPREV,GENDER,GENM,,,,
2011,2011,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,CRDPREV,RACE,BLK,,,,
2011,2011,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,29.9,29.9,,,27.1,32.8,Gender,Male,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,CRDPREV,GENDER,GENM,,,,
2014,2014,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,31.9,31.9,,,29.2,34.7,Gender,Male,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENM,,,,
2018,2018,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,30.2,30.2,,,28.1,32.4,Overall,Overall,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,30.1,30.1,,,28.1,32.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,RACE,WHT,,,,
2017,2017,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,29.9,29.9,,,27.6,32.4,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,RACE,WHT,,,,
2012,2012,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,28.8,28.8,,,26.5,31.2,Gender,Male,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENM,,,,
2012,2012,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,26.8,26.8,,,16.9,39.9,Race/Ethnicity,Hispanic,,,,,POINT (-100.3735306369997 44.353130053000484),,46,NPAW,NPAW1_1,CRDPREV,RACE,HIS,,,,
2015,2015,TN,Tennessee,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,34.1,34.1,,,32.1,36.1,Overall,Overall,,,,,POINT (-85.77449091399967 35.68094058000048),,47,NPAW,NPAW1_1,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,TN,Tennessee,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,48.0,48,,,41.8,54.1,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-85.77449091399967 35.68094058000048),,47,NPAW,NPAW1_1,CRDPREV,RACE,BLK,,,,
2016,2016,TN,Tennessee,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,34.8,34.8,,,33,36.7,Overall,Overall,,,,,POINT (-85.77449091399967 35.68094058000048),,47,NPAW,NPAW1_1,CRDPREV,OVERALL,OVR,,,,
2018,2018,TN,Tennessee,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,33.2,33.2,,,30.6,36,Gender,Male,,,,,POINT (-85.77449091399967 35.68094058000048),,47,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENM,,,,
2014,2014,TN,Tennessee,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,40.1,40.1,,,34.7,45.8,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-85.77449091399967 35.68094058000048),,47,NPAW,NPAW1_1,AGEADJPREV,RACE,BLK,,,,
2016,2016,TN,Tennessee,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,46.1,46.1,,,40.6,51.7,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-85.77449091399967 35.68094058000048),,47,NPAW,NPAW1_1,AGEADJPREV,RACE,BLK,,,,
2018,2018,TN,Tennessee,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,34.4,34.4,,,32.5,36.3,Overall,Overall,,,,,POINT (-85.77449091399967 35.68094058000048),,47,NPAW,NPAW1_1,CRDPREV,OVERALL,OVR,,,,
2017,2017,TN,Tennessee,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,31.0,31,,,29.2,32.9,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-85.77449091399967 35.68094058000048),,47,NPAW,NPAW1_1,CRDPREV,RACE,WHT,,,,
2017,2017,TN,Tennessee,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,44.7,44.7,,,39.1,50.5,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-85.77449091399967 35.68094058000048),,47,NPAW,NPAW1_1,CRDPREV,RACE,BLK,,,,
2011,2011,TN,Tennessee,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,30.4,30.4,,,27.2,33.8,Gender,Female,,,,,POINT (-85.77449091399967 35.68094058000048),,47,NPAW,NPAW1_1,CRDPREV,GENDER,GENF,,,,
2013,2013,TN,Tennessee,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,40.3,40.3,,,35.5,45.4,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-85.77449091399967 35.68094058000048),,47,NPAW,NPAW1_1,CRDPREV,RACE,BLK,,,,
2013,2013,TN,Tennessee,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,33.8,33.8,,,31.9,35.7,Overall,Overall,,,,,POINT (-85.77449091399967 35.68094058000048),,47,NPAW,NPAW1_1,AGEADJPREV,OVERALL,OVR,,,,
2011,2011,TN,Tennessee,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,40.2,40.2,,,32.5,48.3,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-85.77449091399967 35.68094058000048),,47,NPAW,NPAW1_1,CRDPREV,RACE,BLK,,,,
2012,2012,TN,Tennessee,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,40.2,40.2,,,35.8,44.7,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-85.77449091399967 35.68094058000048),,47,NPAW,NPAW1_1,AGEADJPREV,RACE,BLK,,,,
2017,2017,TN,Tennessee,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,22.3,22.3,,,14.3,33.1,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-85.77449091399967 35.68094058000048),,47,NPAW,NPAW1_1,CRDPREV,RACE,OTH,,,,
2011,2011,TN,Tennessee,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,30.3,30.3,,,26.9,33.9,Gender,Female,,,,,POINT (-85.77449091399967 35.68094058000048),,47,NPAW,NPAW1_1,AGEADJPREV,GENDER,GENF,,,,
2012,2012,TN,Tennessee,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,31.8,31.8,,,29.9,33.9,Gender,Female,,,,,POINT (-85.77449091399967 35.68094058000048),,47,NPAW,NPAW1_1,CRDPREV,GENDER,GENF,,,,
2011,2011,TN,Tennessee,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,28.0,28,,,24.4,31.8,Gender,Male,,,,,POINT (-85.77449091399967 35.68094058000048),,47,NPAW,NPAW1_1,CRDPREV,GENDER,GENM,,,,
2017,2017,TN,Tennessee,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,33.3,33.3,,,30.7,36,Gender,Male,,,,,POINT (-85.77449091399967 35.68094058000048),,47,NPAW,NPAW1_1,CRDPREV,GENDER,GENM,,,,
2012,2012,TN,Tennessee,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,31.1,31.1,,,29.6,32.7,Overall,Overall,,,,,POINT (-85.77449091399967 35.68094058000048),,47,NPAW,NPAW1_1,CRDPREV,OVERALL,OVR,,,,
2015,2015,TN,Tennessee,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,33.1,33.1,,,30.2,36,Gender,Male,,,,,POINT (-85.77449091399967 35.68094058000048),,47,NPAW,NPAW1_1,CRDPREV,GENDER,GENM,,,,
