analytics_matchkey,max_loan_amount,late_30_days,late_60_days,late_90_days
1908299,2000,0,0,0
1908300,3310,1,1,1
1908301,2500,0,0,0
1908302,1000,0,0,0
1908303,1500,0,0,0
1908304,1391,1,1,1
1908305,1000,0,0,0
1908306,3612,0,0,0
1908307,1000,0,0,0
1908308,2000,0,0,0
1908309,2000,0,0,0
1908310,1525,0,0,0
1908311,1241,0,0,0
1908312,1055,0,0,0
1908313,1625,0,0,0
1908314,1650,0,0,0
1908315,3000,0,0,0
1908316,1284,0,0,0
1908317,1500,0,0,0
1908318,1000,0,0,0
1908319,1500,0,0,0
1908320,3075,0,0,0
1908321,1000,0,0,0
1908322,1000,0,0,0
1908323,1070,0,0,0
1908324,3200,0,0,0
1908325,3075,0,0,0
1908326,1560,0,0,0
1908327,2753,0,0,0
1908328,2500,0,0,0
1908329,2500,0,0,0
1908330,2076,0,0,0
1908331,3000,1,1,1
1908332,1200,0,0,0
1908333,1607,0,0,0
1908334,2116,0,0,0
1908335,2400,0,0,0
1908336,1370,0,0,0
1908337,1000,0,0,0
1908338,1390,0,0,0
1908339,3000,0,0,0
1908340,1521,1,1,1
1908341,2001,1,1,1
1908342,1204,0,0,0
1908343,2300,0,0,0
1908344,1500,0,0,0
1908345,3200,0,0,0
1908346,1200,0,0,0
1908347,1200,0,0,0
1908348,1800,1,0,0
1908349,1694,0,0,0
1908350,1406,0,0,0
1908351,1672,1,0,0
1908352,1672,1,0,0
1908353,2000,0,0,0
1908354,1500,0,0,0
1908355,1000,0,0,0
1908356,1052,0,0,0
1908357,1650,0,0,0
1908358,1500,0,0,0
1908359,1711,0,0,0
1908360,1140,0,0,0
1908361,1578,0,0,0
1908362,4000,0,0,0
1908363,2500,1,1,1
1908364,1775,0,0,0
1908365,1006,0,0,0
1908366,1500,0,0,0
1908367,1632,0,0,0
1908368,2700,0,0,0
1908369,1468,0,0,0
1908370,1028,0,0,0
1908371,3000,0,0,0
1908372,1370,0,0,0
1908373,1500,0,0,0
1908374,1500,0,0,0
1908375,1025,0,0,0
1908376,1680,1,1,1
1908377,1400,0,0,0
1908378,1025,0,0,0
1908379,2000,0,0,0
1908380,3150,0,0,0
1908381,1749,0,0,0
1908382,1390,0,0,0
1908383,3050,0,0,0
1908384,1000,0,0,0
1908385,3000,0,0,0
1908386,1000,0,0,0
1908387,3000,0,0,0
1908388,1000,0,0,0
1908389,1500,0,0,0
1908390,2824,0,0,0
1908391,1000,0,0,0
1908392,1500,1,0,0
1908393,1150,0,0,0
1908394,1680,0,0,0
1908395,1390,0,0,0
1908396,2525,0,0,0
1908397,1000,0,0,0
1908398,3860,0,0,0
1908399,2000,0,0,0
1908400,2000,0,0,0
1908401,2000,0,0,0
1908402,1000,0,0,0
1908403,1000,1,1,1
1908404,1675,1,1,1
1908405,1250,0,0,0
1908406,2500,0,0,0
1908407,1575,0,0,0
1908408,1000,0,0,0
1908409,3165,0,0,0
1908410,2600,1,0,0
1908411,1000,0,0,0
1908412,1884,0,0,0
1908413,2000,0,0,0
1908414,1500,0,0,0
1908415,1001,0,0,0
1908416,1994,0,0,0
1908417,2406,0,0,0
1908418,1500,0,0,0
1908419,2000,0,0,0
1908420,1370,0,0,0
1908421,1574,0,0,0
1908422,1500,0,0,0
1908423,1650,0,0,0
1908424,2083,1,0,0
1908425,1070,0,0,0
1908426,1100,0,0,0
1908427,1675,0,0,0
1908428,2600,0,0,0
1908429,2500,0,0,0
1908430,1202,0,0,0
1908431,1229,0,0,0
1908432,1370,0,0,0
1908433,2000,0,0,0
1908434,1000,0,0,0
1908435,1225,0,0,0
1908436,1000,0,0,0
1908437,1400,0,0,0
1908438,1476,0,0,0
1908439,2075,1,1,1
1908440,1000,0,0,0
1908441,1500,0,0,0
1908442,1994,0,0,0
1908443,1000,1,1,1
1908444,3165,0,0,0
1908445,2000,1,0,0
1908446,1284,0,0,0
1908447,2500,0,0,0
1908448,1000,1,1,1
1908449,1000,0,0,0
1908450,1740,0,0,0
1908451,1000,0,0,0
1908452,1539,1,1,1
1908453,1000,0,0,0
1908454,3030,0,0,0
1908455,2000,0,0,0
1908456,2000,0,0,0
1908457,1100,0,0,0
1908458,1145,1,1,0
1908459,2500,1,0,0
1908460,1055,1,1,1
1908461,4000,0,0,0
1908462,1500,1,0,0
1908463,1282,0,0,0
1908464,3150,0,0,0
1908465,1540,0,0,0
1908466,1540,0,0,0
1908467,1070,1,1,1
1908468,1000,1,1,1
1908469,1400,1,1,1
1908470,1070,0,0,0
1908471,4000,0,0,0
1908472,4000,0,0,0
1908473,1600,0,0,0
1908474,1929,0,0,0
1908475,3075,0,0,0
1908476,1500,0,0,0
1908477,1900,0,0,0
1908478,2000,0,0,0
1908479,1038,0,0,0
1908480,1100,0,0,0
1908481,2499,0,0,0
1908482,2287,0,0,0
1908483,1439,0,0,0
1908484,1250,0,0,0
1908485,2600,0,0,0
1908486,2000,0,0,0
1908487,1104,1,0,0
1908488,1000,0,0,0
1908489,1025,0,0,0
1908490,2051,0,0,0
1908491,2000,0,0,0
1908492,1055,0,0,0
1908493,1217,0,0,0
1908494,1570,1,1,0
1908495,2500,0,0,0
1908496,1200,0,0,0
1908497,2000,0,0,0
1908498,2200,0,0,0
1908499,2000,0,0,0
1908500,2000,0,0,0
1908501,4000,0,0,0
1908502,1200,0,0,0
1908503,1282,1,1,1
1908504,1200,0,0,0
1908505,1370,0,0,0
1908506,1055,0,0,0
1908507,1800,0,0,0
1908508,2255,0,0,0
1908509,1050,1,0,0
1908510,2049,0,0,0
1908511,2604,0,0,0
1908512,1884,0,0,0
1908513,1000,0,0,0
1908514,3000,1,1,0
1908515,1500,0,0,0
1908516,1500,0,0,0
1908517,3075,0,0,0
1908518,1000,1,0,0
1908519,1156,0,0,0
1908520,1000,0,0,0
1908521,1000,0,0,0
1908522,1055,0,0,0
1908523,1250,1,1,1
1908524,2500,0,0,0
1908525,2050,0,0,0
1908526,3075,0,0,0
1908527,3413,0,0,0
1908528,3413,0,0,0
1908529,3000,0,0,0
1908530,3025,0,0,0
1908531,3025,0,0,0
1908532,1995,0,0,0
1908533,1680,0,0,0
1908534,1500,0,0,0
1908535,1000,1,1,1
1908536,1050,0,0,0
1908537,1675,0,0,0
1908538,1500,0,0,0
1908539,1000,0,0,0
1908540,1054,0,0,0
1908541,1070,0,0,0
1908542,1970,0,0,0
1908543,2304,0,0,0
1908544,1370,0,0,0
1908545,1500,0,0,0
1908546,2500,0,0,0
1908547,2231,0,0,0
1908548,1370,0,0,0
1908549,1210,0,0,0
1908550,2000,0,0,0
1908551,1272,0,0,0
1908552,2213,0,0,0
1908553,2000,0,0,0
1908554,1156,0,0,0
1908555,1004,0,0,0
1908556,4000,0,0,0
1908557,2000,0,0,0
1908558,3000,0,0,0
1908559,1070,0,0,0
1908560,1000,0,0,0
1908561,1000,0,0,0
1908562,1055,0,0,0
1908563,1001,0,0,0
1908564,3165,0,0,0
1908565,1650,0,0,0
1908566,2512,0,0,0
1908567,1271,0,0,0
1908568,1270,0,0,0
1908569,1575,0,0,0
1908570,1400,0,0,0
1908571,2587,1,1,1
1908572,1000,0,0,0
1908573,1500,0,0,0
1908574,1080,0,0,0
1908575,3566,0,0,0
1908576,1000,1,1,1
1908577,1500,0,0,0
1908578,2563,0,0,0
1908579,2150,0,0,0
1908580,1000,0,0,0
1908581,3165,1,1,1
1908582,1234,0,0,0
1908583,1000,0,0,0
1908584,1397,0,0,0
1908585,1050,0,0,0
1908586,1050,0,0,0
1908587,2293,0,0,0
1908588,2082,1,0,0
1908589,1428,0,0,0
1908590,1284,0,0,0
1908591,2000,0,0,0
1908592,2000,1,1,1
1908593,1050,1,0,0
1908594,2196,0,0,0
1908595,1500,0,0,0
1908596,2110,0,0,0
1908597,2500,0,0,0
1908598,1000,1,1,1
1908599,3172,0,0,0
1908600,1200,0,0,0
1908601,1145,0,0,0
1908602,1200,0,0,0
1908603,2500,0,0,0
1908604,2000,0,0,0
1908605,3150,1,1,1
1908606,2277,0,0,0
1908607,2000,0,0,0
1908608,2101,0,0,0
1908609,1500,0,0,0
1908610,2083,0,0,0
1908611,1550,0,0,0
1908612,1728,0,0,0
1908613,1115,0,0,0
1908614,1041,1,1,1
1908615,1030,0,0,0
1908616,1370,0,0,0
1908617,3135,0,0,0
1908618,1284,0,0,0
1908619,1139,0,0,0
1908620,1003,0,0,0
1908621,2500,0,0,0
1908622,2380,0,0,0
1908623,1665,0,0,0
1908624,1665,0,0,0
1908625,2075,0,0,0
1908626,2083,0,0,0
1908627,1680,0,0,0
1908628,1974,0,0,0
1908629,1700,0,0,0
1908630,1200,0,0,0
1908631,3500,0,0,0
1908632,1752,0,0,0
1908633,1825,0,0,0
1908634,1390,0,0,0
1908635,1055,0,0,0
1908636,2500,0,0,0
1908637,1370,0,0,0
1908638,2500,0,0,0
1908639,1000,0,0,0
1908640,1035,0,0,0
1908641,1500,0,0,0
1908642,3165,1,1,1
1908643,3560,0,0,0
1908644,3300,0,0,0
1908645,1500,0,0,0
1908646,1000,0,0,0
1908647,3000,0,0,0
1908648,2550,0,0,0
1908649,2097,0,0,0
1908650,1501,0,0,0
1908651,1241,1,1,1
1908652,1428,0,0,0
1908653,1800,0,0,0
1908654,2576,0,0,0
1908655,2500,0,0,0
1908656,1200,0,0,0
1908657,1200,0,0,0
1908658,1781,0,0,0
1908659,1200,0,0,0
1908660,2200,0,0,0
1908661,1500,1,0,0
1908662,1010,0,0,0
1908663,1020,0,0,0
1908664,1656,0,0,0
1908665,2000,0,0,0
1908666,1500,0,0,0
1908667,4000,1,1,1
1908668,1080,0,0,0
1908669,1370,0,0,0
1908670,3075,0,0,0
1908671,1070,0,0,0
1908672,1282,0,0,0
1908673,1500,0,0,0
1908674,1000,0,0,0
1908675,1000,0,0,0
1908676,1055,0,0,0
1908677,2000,0,0,0
1908678,2050,0,0,0
1908679,1566,0,0,0
1908680,2017,0,0,0
1908681,1200,0,0,0
1908682,3000,0,0,0
1908683,2500,1,1,1
1908684,1025,0,0,0
1908685,2025,0,0,0
1908686,1000,0,0,0
1908687,3000,0,0,0
1908688,1500,0,0,0
1908689,1500,0,0,0
1908690,2991,0,0,0
1908691,1700,0,0,0
1908692,1282,0,0,0
1908693,1000,0,0,0
1908694,1200,0,0,0
1908695,1400,1,1,1
1908696,1400,1,1,1
1908697,1200,1,1,0
1908698,1200,0,0,0
1908699,1375,0,0,0
1908700,2250,1,1,1
1908701,1994,0,0,0
1908702,1391,0,0,0
1908703,1000,0,0,0
1908704,1000,0,0,0
1908705,1000,0,0,0
1908706,1250,0,0,0
1908707,2000,0,0,0
1908708,1250,0,0,0
1908709,2204,1,0,0
1908710,1400,0,0,0
1908711,1500,0,0,0
1908712,1200,0,0,0
1908713,2000,0,0,0
1908714,1000,0,0,0
1908715,2000,0,0,0
1908716,1070,0,0,0
1908717,1382,0,0,0
1908718,2083,0,0,0
1908719,1428,0,0,0
1908720,1500,1,0,0
1908721,1000,0,0,0
1908722,2000,0,0,0
1908723,2890,0,0,0
1908724,2000,0,0,0
1908725,2500,0,0,0
1908726,3533,0,0,0
1908727,1175,0,0,0
1908728,1000,0,0,0
1908729,1049,0,0,0
1908730,1000,0,0,0
1908731,3541,0,0,0
1908732,2000,0,0,0
1908733,1282,0,0,0
1908734,1826,0,0,0
1908735,1370,0,0,0
1908736,1500,0,0,0
1908737,1950,0,0,0
1908738,2000,0,0,0
1908739,1000,0,0,0
1908740,1000,0,0,0
1908741,2500,0,0,0
1908742,2797,0,0,0
1908743,3000,0,0,0
1908744,1500,0,0,0
1908745,1500,0,0,0
1908746,1000,0,0,0
1908747,1000,1,1,1
1908748,2000,0,0,0
1908749,3165,0,0,0
1908750,3798,0,0,0
1908751,3075,0,0,0
1908752,1000,0,0,0
1908753,1250,0,0,0
1908754,2000,0,0,0
1908755,1697,0,0,0
1908756,1626,0,0,0
1908757,1025,1,1,1
1908758,2000,0,0,0
1908759,3500,1,1,1
1908760,1680,0,0,0
1908761,1250,0,0,0
1908762,2000,0,0,0
1908763,2600,0,0,0
1908764,1500,0,0,0
1908765,2492,0,0,0
1908766,1798,0,0,0
1908767,2500,0,0,0
1908768,3000,0,0,0
1908769,3000,0,0,0
1908770,3000,0,0,0
1908771,1200,0,0,0
1908772,1200,0,0,0
1908773,1282,0,0,0
1908774,1156,0,0,0
1908775,2383,0,0,0
1908776,1105,0,0,0
1908777,1500,0,0,0
1908778,1883,0,0,0
1908779,1883,0,0,0
1908780,2035,0,0,0
1908781,1500,0,0,0
1908782,2000,0,0,0
1908783,1505,0,0,0
1908784,1500,0,0,0
1908785,2500,0,0,0
1908786,1008,1,0,0
1908787,1995,0,0,0
1908788,1254,0,0,0
1908789,1284,0,0,0
1908790,4000,0,0,0
1908791,1320,0,0,0
1908792,1100,0,0,0
1908793,1105,1,1,1
1908794,1070,0,0,0
1908795,1000,0,0,0
1908796,2485,0,0,0
1908797,2000,0,0,0
1908798,1000,0,0,0
1908799,1050,0,0,0
1908800,1000,0,0,0
1908801,4000,0,0,0
1908802,1000,1,0,0
1908803,2500,0,0,0
1908804,3000,0,0,0
1908805,2931,0,0,0
1908806,1250,0,0,0
1908807,1200,0,0,0
1908808,1566,0,0,0
1908809,1430,0,0,0
1908810,1090,1,1,1
1908811,1252,0,0,0
1908812,3985,0,0,0
1908813,1000,0,0,0
1908814,1200,0,0,0
1908815,1000,0,0,0
1908816,1274,0,0,0
1908817,1382,0,0,0
1908818,1400,0,0,0
1908819,1400,1,1,1
1908820,1025,1,1,1
1908821,2000,0,0,0
1908822,1282,0,0,0
1908823,3000,0,0,0
1908824,1000,0,0,0
1908825,2102,0,0,0
1908826,1500,0,0,0
1908827,1500,0,0,0
1908828,1000,0,0,0
1908829,1031,0,0,0
1908830,1812,0,0,0
1908831,1525,0,0,0
1908832,2000,0,0,0
1908833,2000,0,0,0
1908834,2500,0,0,0
1908835,1500,0,0,0
1908836,1665,0,0,0
1908837,1884,0,0,0
1908838,1300,0,0,0
1908839,1000,0,0,0
1908840,1156,0,0,0
1908841,1070,0,0,0
1908842,3000,0,0,0
1908843,1000,0,0,0
1908844,1272,0,0,0
1908845,1055,0,0,0
1908846,1334,0,0,0
1908847,3440,0,0,0
1908848,1025,0,0,0
1908849,1200,0,0,0
1908850,1680,0,0,0
1908851,2000,0,0,0
1908852,2000,0,0,0
1908853,4000,1,1,1
1908854,2500,0,0,0
1908855,1055,0,0,0
1908856,3425,0,0,0
1908857,1125,0,0,0
1908858,1370,1,1,1
1908859,2706,0,0,0
1908860,1035,0,0,0
1908861,1270,0,0,0
1908862,3000,0,0,0
1908863,3000,0,0,0
1908864,1500,0,0,0
1908865,1320,0,0,0
1908866,1000,0,0,0
1908867,1375,0,0,0
1908868,3003,0,0,0
1908869,2000,0,0,0
1908870,3000,1,1,1
1908871,1500,0,0,0
1908872,1500,0,0,0
1908873,1070,0,0,0
1908874,1127,0,0,0
1908875,1060,0,0,0
1908876,1000,0,0,0
1908877,2000,0,0,0
1908878,3165,0,0,0
1908879,1428,0,0,0
1908880,2500,0,0,0
1908881,1200,0,0,0
1908882,1000,0,0,0
1908883,1000,0,0,0
1908884,2599,0,0,0
1908885,1002,0,0,0
1908886,1400,1,1,1
1908887,1500,0,0,0
1908888,2500,0,0,0
1908889,2500,0,0,0
1908890,2002,0,0,0
1908891,2002,0,0,0
1908892,1250,0,0,0
1908893,1100,0,0,0
1908894,3000,0,0,0
1908895,1200,1,0,0
1908896,1562,0,0,0
1908897,1500,1,1,1
1908898,2000,1,1,1
1908899,1675,1,1,1
1908900,1060,1,1,1
1908901,1675,0,0,0
1908902,3000,0,0,0
1908903,3000,0,0,0
1908904,1241,0,0,0
1908905,2000,0,0,0
1908906,2500,0,0,0
1908907,1250,0,0,0
1908908,1500,0,0,0
1908909,1974,0,0,0
1908910,1391,0,0,0
1908911,1661,0,0,0
1908912,1400,0,0,0
1908913,1000,0,0,0
1908914,2000,0,0,0
1908915,1500,0,0,0
1908916,1000,0,0,0
1908917,1370,1,1,1
1908918,1298,0,0,0
1908919,1000,1,1,1
1908920,2600,1,1,1
1908921,1200,0,0,0
1908922,3000,0,0,0
1908923,1400,0,0,0
1908924,3059,0,0,0
1908925,2500,0,0,0
1908926,1724,0,0,0
1908927,2000,0,0,0
1908928,1675,0,0,0
1908929,3000,0,0,0
1908930,1500,0,0,0
1908931,1000,0,0,0
1908932,1575,0,0,0
1908933,1200,0,0,0
1908934,1250,0,0,0
1908935,2902,0,0,0
1908936,2250,1,1,1
1908937,1000,0,0,0
1908938,1050,0,0,0
1908939,4000,0,0,0
1908940,4000,0,0,0
1908941,2000,0,0,0
1908942,1640,0,0,0
1908943,1000,1,1,1
1908944,1000,0,0,0
1908945,1597,0,0,0
1908946,1329,0,0,0
1908947,2075,0,0,0
1908948,2500,0,0,0
1908949,1500,0,0,0
1908950,1600,1,1,1
1908951,2595,0,0,0
1908952,2595,0,0,0
1908953,1001,0,0,0
1908954,1327,0,0,0
1908955,2500,0,0,0
1908956,1050,0,0,0
1908957,1400,1,1,1
1908958,2617,0,0,0
1908959,1000,0,0,0
1908960,2500,0,0,0
1908961,2000,0,0,0
1908962,1569,0,0,0
1908963,1000,0,0,0
1908964,1390,1,1,1
1908965,2000,1,1,1
1908966,1070,0,0,0
1908967,3500,0,0,0
1908968,1250,0,0,0
1908969,2000,0,0,0
1908970,1625,0,0,0
1908971,2000,0,0,0
1908972,1000,1,1,1
1908973,1325,1,0,0
1908974,1200,0,0,0
1908975,1080,0,0,0
1908976,2000,0,0,0
1908977,4000,0,0,0
1908978,1500,0,0,0
1908979,2220,0,0,0
1908980,1354,1,1,1
1908981,1000,0,0,0
1908982,2600,0,0,0
1908983,1200,0,0,0
1908984,2525,0,0,0
1908985,1649,0,0,0
1908986,1000,1,1,1
1908987,1000,0,0,0
1908988,2247,0,0,0
1908989,2605,0,0,0
1908990,1675,0,0,0
1908991,1000,0,0,0
1908992,2000,0,0,0
1908993,1284,0,0,0
1908994,1226,0,0,0
1908995,1200,0,0,0
1908996,1050,0,0,0
1908997,1250,0,0,0
1908998,3000,0,0,0
1908999,1200,1,1,1
1909000,1080,1,1,1
1909001,1825,0,0,0
1909002,1428,0,0,0
1909003,1000,0,0,0
1909004,1060,0,0,0
1909005,1200,0,0,0
1909006,1500,0,0,0
1909007,2800,0,0,0
1909008,1786,0,0,0
1909009,2500,0,0,0
1909010,1400,0,0,0
1909011,1302,0,0,0
1909012,1100,0,0,0
1909013,2010,0,0,0
1909014,4000,0,0,0
1909015,1055,0,0,0
1909016,1000,0,0,0
1909017,2000,0,0,0
1909018,3000,0,0,0
1909019,1025,1,1,1
1909020,1025,0,0,0
1909021,1025,0,0,0
1909022,1070,1,1,0
1909023,2150,0,0,0
1909024,3600,0,0,0
1909025,1000,0,0,0
1909026,1675,0,0,0
1909027,3500,0,0,0
1909028,1125,0,0,0
1909029,1000,0,0,0
1909030,1608,0,0,0
1909031,3150,1,0,0
1909032,1391,0,0,0
1909033,3000,0,0,0
1909034,1370,0,0,0
1909035,1680,0,0,0
1909036,3000,0,0,0
1909037,2500,0,0,0
1909038,1000,0,0,0
1909039,1000,0,0,0
1909040,1000,0,0,0
1909041,3390,1,1,1
1909042,1200,0,0,0
1909043,3500,0,0,0
1909044,2895,0,0,0
1909045,2500,0,0,0
1909046,1055,0,0,0
1909047,1000,0,0,0
1909048,1862,0,0,0
1909049,2000,0,0,0
1909050,1171,0,0,0
1909051,1000,0,0,0
1909052,2200,0,0,0
1909053,2600,0,0,0
1909054,1580,0,0,0
1909055,1370,0,0,0
1909056,1218,0,0,0
1909057,2000,0,0,0
1909058,1156,0,0,0
1909059,1000,0,0,0
1909060,2817,0,0,0
1909061,1500,0,0,0
1909062,1428,0,0,0
1909063,1250,0,0,0
1909064,1500,0,0,0
1909065,1500,0,0,0
1909066,1200,0,0,0
1909067,1200,0,0,0
1909068,1000,0,0,0
1909069,4000,0,0,0
1909070,1400,0,0,0
1909071,3882,0,0,0
1909072,1650,0,0,0
1909073,1428,0,0,0
1909074,1370,0,0,0
1909075,2000,0,0,0
1909076,2000,0,0,0
1909077,1000,0,0,0
1909078,2000,0,0,0
1909079,1884,0,0,0
1909080,2000,0,0,0
1909081,2000,0,0,0
1909082,1500,1,1,1
1909083,1678,0,0,0
1909084,1000,0,0,0
1909085,2000,1,1,1
1909086,1964,0,0,0
1909087,3512,0,0,0
1909088,1210,0,0,0
1909089,2075,0,0,0
1909090,1632,0,0,0
1909091,3313,0,0,0
1909092,1974,0,0,0
1909093,1010,1,1,1
1909094,1200,0,0,0
1909095,1205,0,0,0
1909096,3000,0,0,0
1909097,3500,0,0,0
1909098,1000,1,1,1
1909099,2250,0,0,0
1909100,3000,0,0,0
1909101,2000,0,0,0
1909102,3000,0,0,0
1909103,3000,0,0,0
1909104,3100,0,0,0
1909105,1055,0,0,0
1909106,2175,0,0,0
1909107,2000,0,0,0
1909108,2000,0,0,0
1909109,1125,1,1,1
1909110,1500,0,0,0
1909111,1500,0,0,0
1909112,2565,0,0,0
1909113,3463,0,0,0
1909114,2500,0,0,0
1909115,1000,0,0,0
1909116,2487,0,0,0
1909117,2487,0,0,0
1909118,1000,0,0,0
1909119,1225,0,0,0
1909120,2676,0,0,0
1909121,1012,1,0,0
1909122,1284,0,0,0
1909123,1500,0,0,0
1909124,3100,0,0,0
1909125,2600,0,0,0
1909126,1200,0,0,0
1909127,2000,0,0,0
1909128,1575,0,0,0
1909129,1000,0,0,0
1909130,2000,0,0,0
1909131,1000,0,0,0
1909132,1000,0,0,0
1909133,1209,1,1,0
1909134,1209,1,1,0
1909135,1500,0,0,0
1909136,1500,0,0,0
1909137,1428,0,0,0
1909138,1000,0,0,0
1909139,1770,0,0,0
1909140,2071,0,0,0
1909141,1500,0,0,0
1909142,3091,0,0,0
1909143,3100,0,0,0
1909144,1200,0,0,0
1909145,1562,1,0,0
1909146,2600,0,0,0
1909147,4000,0,0,0
1909148,2400,0,0,0
1909149,1200,0,0,0
1909150,4000,0,0,0
1909151,1000,0,0,0
1909152,1500,0,0,0
1909153,2600,0,0,0
1909154,1000,0,0,0
1909155,2000,0,0,0
1909156,1156,0,0,0
1909157,1000,0,0,0
1909158,2000,0,0,0
1909159,2000,0,0,0
1909160,1075,0,0,0
1909161,1200,0,0,0
1909162,1370,0,0,0
1909163,1500,0,0,0
1909164,3305,0,0,0
1909165,1200,0,0,0
1909166,1000,0,0,0
1909167,2406,0,0,0
1909168,1500,0,0,0
1909169,1500,0,0,0
1909170,1105,0,0,0
1909171,1200,0,0,0
1909172,1000,1,1,1
1909173,2000,0,0,0
1909174,1000,0,0,0
1909175,1125,0,0,0
1909176,1241,0,0,0
1909177,1045,0,0,0
1909178,1370,0,0,0
1909179,1700,0,0,0
1909180,2290,0,0,0
1909181,2244,0,0,0
1909182,2000,0,0,0
1909183,1683,0,0,0
1909184,1370,0,0,0
1909185,3000,0,0,0
1909186,2000,0,0,0
1909187,3010,0,0,0
1909188,1500,0,0,0
1909189,1500,0,0,0
1909190,2500,0,0,0
1909191,1200,0,0,0
1909192,3002,0,0,0
1909193,1000,0,0,0
1909194,1783,0,0,0
1909195,3125,0,0,0
1909196,2001,0,0,0
1909197,1229,0,0,0
1909198,3000,0,0,0
1909199,3500,0,0,0
1909200,1253,0,0,0
1909201,1000,0,0,0
1909202,1055,1,1,1
1909203,2000,0,0,0
1909204,1000,0,0,0
1909205,1650,1,1,1
1909206,1000,0,0,0
1909207,1250,0,0,0
1909208,3000,0,0,0
1909209,1000,1,1,1
1909210,1000,0,0,0
1909211,2650,0,0,0
1909212,1675,0,0,0
1909213,1428,0,0,0
1909214,1000,0,0,0
1909215,1229,0,0,0
1909216,2600,0,0,0
1909217,1580,0,0,0
1909218,1500,0,0,0
1909219,2380,1,1,1
1909220,1559,0,0,0
1909221,1500,1,0,0
1909222,2000,1,0,0
1909223,1030,0,0,0
1909224,1575,0,0,0
1909225,1001,0,0,0
1909226,2300,0,0,0
1909227,1006,0,0,0
1909228,1197,0,0,0
1909229,1055,0,0,0
1909230,1430,0,0,0
1909231,2004,0,0,0
1909232,1390,0,0,0
1909233,1000,0,0,0
1909234,1336,0,0,0
1909235,2005,0,0,0
1909236,2007,0,0,0
1909237,1400,1,1,1
1909238,1975,1,1,1
1909239,1234,0,0,0
1909240,1200,0,0,0
1909241,2600,0,0,0
1909242,1000,0,0,0
1909243,1000,0,0,0
1909244,2600,0,0,0
1909245,2600,0,0,0
1909246,1000,0,0,0
1909247,1000,0,0,0
1909248,2500,0,0,0
1909249,1573,0,0,0
1909250,1000,0,0,0
1909251,1282,0,0,0
1909252,1000,0,0,0
1909253,1792,0,0,0
1909254,1250,0,0,0
1909255,1500,0,0,0
1909256,4000,0,0,0
1909257,4000,0,0,0
1909258,2083,0,0,0
1909259,1500,0,0,0
1909260,1000,1,1,1
1909261,1641,0,0,0
1909262,1312,0,0,0
1909263,2500,0,0,0
1909264,1200,0,0,0
1909265,2005,0,0,0
1909266,1500,0,0,0
1909267,3525,0,0,0
1909268,1876,0,0,0
1909269,1500,0,0,0
1909270,1025,0,0,0
1909271,2600,0,0,0
1909272,1504,0,0,0
1909273,1025,0,0,0
1909274,2000,0,0,0
1909275,2600,0,0,0
1909276,1595,1,0,0
1909277,2000,0,0,0
1909278,1580,0,0,0
1909279,1004,0,0,0
1909280,2075,1,1,1
1909281,2000,0,0,0
1909282,4000,0,0,0
1909283,2000,0,0,0
1909284,2400,0,0,0
1909285,2000,0,0,0
1909286,2025,0,0,0
1909287,1573,0,0,0
1909288,1600,0,0,0
1909289,1875,0,0,0
1909290,1040,0,0,0
1909291,1030,0,0,0
1909292,1080,0,0,0
1909293,1300,0,0,0
1909294,1984,0,0,0
1909295,1846,0,0,0
1909296,1500,0,0,0
1909297,1000,0,0,0
1909298,2025,0,0,0
1909299,1050,0,0,0
1909300,1176,0,0,0
1909301,1500,0,0,0
1909302,1688,0,0,0
1909303,1038,0,0,0
1909304,1050,1,1,1
1909305,1055,0,0,0
1909306,3000,1,1,1
1909307,2040,1,1,1
1909308,1100,0,0,0
1909309,1004,0,0,0
1909310,2205,0,0,0
1909311,1284,0,0,0
1909312,1325,0,0,0
1909313,1440,0,0,0
1909314,3000,0,0,0
1909315,1200,0,0,0
1909316,1055,0,0,0
1909317,1500,0,0,0
1909318,1050,0,0,0
1909319,1070,1,0,0
1909320,1500,0,0,0
1909321,1006,0,0,0
1909322,3210,0,0,0
1909323,1500,0,0,0
1909324,2000,0,0,0
1909325,1055,0,0,0
1909326,3025,0,0,0
1909327,1282,0,0,0
1909328,1002,1,1,1
1909329,1000,1,1,1
1909330,3700,0,0,0
1909331,1500,0,0,0
1909332,1052,0,0,0
1909333,1305,0,0,0
1909334,1500,0,0,0
1909335,1325,0,0,0
1909336,3500,0,0,0
1909337,2000,0,0,0
1909338,1050,0,0,0
1909339,1750,0,0,0
1909340,3500,1,1,1
1909341,1500,0,0,0
1909342,3025,0,0,0
1909343,2500,0,0,0
1909344,4000,0,0,0
1909345,2500,0,0,0
1909346,1300,0,0,0
1909347,1283,0,0,0
1909348,2000,0,0,0
1909349,1108,0,0,0
1909350,1390,0,0,0
1909351,2032,1,1,1
1909352,1200,1,1,1
1909353,2604,1,1,1
1909354,1000,0,0,0
1909355,2075,0,0,0
1909356,2000,0,0,0
1909357,1025,0,0,0
1909358,1025,0,0,0
1909359,4000,0,0,0
1909360,1575,0,0,0
1909361,1055,0,0,0
1909362,1370,0,0,0
1909363,1500,0,0,0
1909364,2576,0,0,0
1909365,2617,0,0,0
1909366,1200,0,0,0
1909367,1500,0,0,0
1909368,1525,0,0,0
1909369,1525,0,0,0
1909370,1370,1,1,1
1909371,1055,0,0,0
1909372,1530,1,1,1
