analytics_matchkey,industry_code_kind_of_business,reporting_subscriber_code,public_record_type_code,effective_date_date_verified,filed_date,paid_date,amount,public_record_source_type_code,equal_credit_opportunity_act_code,legislative_prohibited_code,plaintiff_name,attorney_name,docket_number
1934550,ZP,137,SL,20110720,20110411,,806,RD,I,1,,,
1934550,ZP,01L,3F,20070428,20070426,,,FE,I,1,,,
1934550,ZP,56,CJ,20160928,20140714,,830,CI,I,2,,,
1934554,ZP,44,RL,20111202,20091229,20110309,387,RD,I,1,,,
1934554,ZP,44,RL,20111217,20100720,20110309,343,RD,I,1,,,
1934562,ZP,1,CJ,20150826,20140826,,3368,CI,I,1,,,
1934563,ZP,189,PC,20160504,20151002,20160119,2717,RD,I,2,,,
1934563,ZP,189,PC,20160504,20150108,20160201,1214,RD,C,2,,,
1934577,ZP,158,RL,20130806,20111020,20120611,1044,RD,C,1,,,
1934577,ZP,411,7X,20101016,20100429,20101005,,FE,C,1,,,
1934586,ZP,376,7X,20160419,20151125,20160418,,FE,I,1,,,
1934586,ZP,126,CB,20160614,20151020,20151125,9663,CI,I,1,,,
1934593,ZP,35L,7X,20150704,20150307,20150702,,FE,I,1,,,
1934594,ZP,974,RL,20130404,20130108,20130326,3112,RD,I,1,,,
1934601,ZP,164,CJ,20160108,20151208,,7022,CI,I,2,,,
1934602,ZP,516,CJ,20120509,20120306,,867,CI,I,1,,,
1934615,ZP,1,3D,20131018,20130520,20131016,,FE,C,1,,,
1934623,Z,119,PL,20101223,20080319,20101207,2076,RD,I,1,,,
1934623,Z,118,FT,,20061117,,5148,RD,I,1,,,
1934623,Z,119,CJ,20091215,20091118,,1717,CI,I,2,,,
1934626,ZP,242,PC,20130301,20121205,20130225,881,MU,I,1,,,
1934626,ZP,242,CB,20121024,20100701,20130220,739,MU,I,1,,,
1934626,ZP,53,7X,20130523,20130220,20130522,,FE,I,1,,,
1934631,ZP,24F,3X,20160203,20110509,20160201,,FE,C,1,,,
1934634,ZP,115,CB,20140304,20130321,20141224,6834,MU,C,1,,,
1934634,ZP,35P,7X,20150414,20141224,20150413,,FE,I,1,,,
1934637,Z,83,CJ,20101014,20100927,,4027,CI,I,2,,,
1934638,Z,83,CJ,20101014,20100927,,4027,CI,I,2,,,
1934649,ZP,966,3X,20151118,20100514,20151117,,FE,C,1,,,
1934650,ZP,26P,7X,20100717,20100317,20100716,,FE,C,1,,,
1934650,ZP,26P,3D,20131011,20130328,20131010,,FE,C,1,,,
1934653,ZP,250,CJ,20110812,20101110,,7529,CI,I,1,,,
1934653,ZP,51,CJ,20091124,20091112,,3932,CI,I,1,,,
1934655,ZP,23,PC,20121215,20111214,20121206,836,CI,I,2,,,
1934655,ZP,1,7X,20090717,20090320,20090714,,FE,C,1,,,
1934656,ZP,317,PL,20120607,20111110,20120509,546,RD,I,1,,,
1934656,ZP,311,CB,20120519,20110315,20131004,1451,CI,I,1,,,
1934656,ZP,345,7X,20140116,20131004,20140115,,FE,I,1,,,
1934660,ZP,206,7X,20120526,20120208,20120525,,FE,C,1,,,
1934661,ZP,206,7X,20120526,20120208,20120525,,FE,C,1,,,
1934665,ZP,82,3D,20131212,20101022,20131211,,FE,C,1,,,
1934665,Z,93,CB,20150313,20150306,20150518,1103,CI,I,1,,,
1934665,ZP,82,7X,20150902,20150518,20150831,,FE,C,1,,,
1934666,ZP,82,7X,20150902,20150518,20150831,,FE,C,1,,,
1934666,ZP,82,3D,20131212,20101022,20131211,,FE,C,1,,,
1934666,ZP,81,CB,20101026,20101012,20150518,2055,CI,I,1,,,
1934677,ZP,184,CJ,20120125,20111107,,947,CI,I,2,,,
1934681,ZP,101,CJ,20160819,20160801,,6079,CI,I,1,,,
1934681,ZP,268,CJ,20150922,20150827,,71,CI,I,1,,,
1934682,ZP,400,CB,20151208,20150409,20150522,2523,CI,I,2,,,
1934682,ZP,400,PC,20140909,20131101,20140807,716,CI,I,1,,,
1934682,ZP,693,7X,20150924,20150522,20150923,,FE,I,1,,,
1934683,ZP,16F,7X,20110708,20110408,20110707,,FE,C,1,,,
1934684,Z,545,RL,20150408,20141212,20150304,345,RD,I,1,,,
1934690,ZP,206,3X,20160629,20110216,20160628,,FE,C,1,,,
1934692,ZP,29P,PC,20140612,20130128,20140331,3011,CI,I,1,,,
1934702,ZP,24G,7X,20120705,20110529,20110824,,BK,C,1,,,
1934716,ZP,375,RL,20120508,20100122,20120420,165,RD,I,1,,,
1934723,ZP,275,7X,20070629,20070326,20070628,,FE,I,1,,,
1934728,ZP,26L,3F,20111019,20111017,,,FE,C,1,,,
1934734,ZP,116,CJ,20130108,20120604,,1173,CI,I,1,,,
1934740,Z,962,PC,20130226,20120206,20120814,1125,CI,I,1,,,
1934745,ZP,127,7X,20080909,20080606,20080908,,FE,I,1,,,
1934746,Z,429,PC,20130322,20111206,20120327,2871,CI,I,1,,,
1934758,ZP,96,PC,20160401,20110408,20160310,4739,CI,C,1,,,
1934759,ZP,29P,CJ,20100323,20100212,,1323,CI,I,1,,,
1934759,ZP,29P,PC,20150704,20130215,20150220,1095,CI,I,1,,,
1934759,ZP,29P,PC,20121220,20120731,20121114,1001,CI,I,1,,,
1934761,ZP,694,7X,20070829,20070524,20070828,,FE,C,1,,,
1934761,ZP,570,PC,20130205,20121113,20121203,835,CI,I,1,,,
1934761,ZP,472,CJ,20151009,20150928,,503,CI,I,1,,,
1934763,ZP,82,7X,20090911,20090413,20090910,,FE,C,1,,,
1934787,ZP,14U,FT,20130430,20130422,,966,RD,C,1,,,
1934798,ZP,1,7X,20100624,20100224,20100622,,FE,C,1,,,
1934799,ZP,1,7X,20100624,20100224,20100622,,FE,C,1,,,
1934804,ZP,352,PL,20110322,20101103,20101216,76,RD,I,1,,,
1934804,ZP,2,7X,20120111,20110929,20120109,,FE,I,1,,,
1934805,ZP,35Q,7X,20150304,20141114,20150302,,FE,C,1,,,
1934805,ZP,76,PF,20160708,20130530,20160628,1348,RD,C,1,,,
1934809,ZP,526,CJ,20131029,20130723,,2230,CI,C,1,,,
1934812,ZP,35B,7X,20130917,20130602,20130916,,FE,C,1,,,
1934812,ZP,161,PC,20140819,20130503,20130506,2500,MU,I,1,,,
1934813,ZP,418,7X,20080903,20080521,20080902,,FE,C,1,,,
1934814,ZP,819,PC,20110315,20101105,20110310,1141,CI,C,1,,,
1934814,ZP,19,PC,20111206,20110503,20110815,2055,CI,I,1,,,
1934823,ZP,418,7X,20130108,20100507,20130103,,FE,I,1,,,
1934824,ZP,24F,7X,20100728,20100413,20100726,,FE,I,1,,,
1934826,ZP,78,PC,20110709,20110128,20110616,1840,CI,I,1,,,
1934830,ZP,483,7X,20070927,20070614,20070925,,FE,I,1,,,
1934833,ZP,80,PC,20110604,20100420,20110526,1288,CI,C,2,,,
1934833,ZP,62,PC,20101211,20100208,20101110,1163,CI,I,1,,,
1934833,ZP,62,PC,20120817,20110124,20120711,714,CI,I,1,,,
1934844,ZP,155,PC,20140911,20140618,20140729,1302,CI,I,1,,,
1934846,ZP,37,PL,20151224,20141029,20150324,560,RD,C,1,,,
1934846,ZP,563,7X,20091020,20090709,20091019,,FE,C,1,,,
1934847,ZP,37,PL,20151224,20141029,20150324,560,RD,C,1,,,
1934847,ZP,563,7X,20091020,20090709,20091019,,FE,C,1,,,
1934848,ZP,246,7X,20110125,20101029,20110124,,FE,I,1,,,
1934851,ZP,26Z,PC,20120623,20120106,20120619,4011,CI,I,1,,,
1934851,ZP,26Z,CJ,20110721,20110513,,3944,CI,I,1,,,
1934856,ZP,246,7X,20160315,20080407,20080715,,BK,I,1,,,
1934857,ZP,246,7X,20160315,20080407,20080715,,BK,I,1,,,
1934860,ZP,76,FT,20130430,20121023,,6955,RD,C,1,,,
1934878,ZP,95,CJ,20160202,20140530,,5541,RD,I,1,,,
1934887,ZP,776,CJ,20120605,20110204,,4418,CI,I,1,,,
1934894,ZP,24,CJ,20111019,20110711,,908,CI,I,1,,,
1934898,ZP,373,7X,20070929,20070607,20070927,,FE,I,1,,,
1934898,ZP,289,PC,20121025,20100125,20120823,2175,CI,I,1,,,
1934907,ZP,372,3F,20160229,20150303,,,BK,I,1,,,
1934908,ZP,21H,FT,20110301,20110110,,34942,RD,I,1,,,
1934908,ZP,21H,SL,20111018,20110801,,1108,RD,I,1,,,
1934909,ZP,01L,7X,20121121,20120806,20121120,,FE,I,1,,,
1934909,ZP,121,TL,20160727,20160708,,647,RD,I,1,,,
1934909,ZP,121,TL,20150908,20150805,,367,RD,I,1,,,
1934911,ZP,474,7X,20121101,20120709,20121031,,FE,I,1,,,
1934912,ZP,1,PF,20110309,20070716,20110225,7654,RD,I,1,,,
1934912,ZP,37,SL,20140814,20140804,,1818,RD,I,1,,,
1934912,ZP,37,CJ,20140715,20140627,,3293,CI,I,2,,,
1934913,ZP,163,PC,20131127,20120308,20131106,2717,CI,I,1,,,
1934914,ZP,29R,CJ,20131015,20131009,,515,CI,I,1,,,
1934914,ZP,29R,PC,20110128,20100205,20100908,537,CI,I,1,,,
1934933,ZP,372,7D,20080715,20080417,20080714,,FE,I,1,,,
1934936,ZP,20F,CJ,20110913,20110817,,1250,CI,I,1,,,
1934939,ZP,1,7X,20141223,20140905,20141222,,FE,I,1,,,
1934940,ZP,1,7X,20141223,20140905,20141222,,FE,I,1,,,
1934947,ZP,27,CJ,20111206,20110928,,116,CI,C,2,,,
1934947,ZP,63,CJ,20110413,20110214,,208,CI,I,2,,,
1934947,ZP,5,SL,20160101,20150911,,6942,RD,I,1,,,
1934954,ZP,231,CJ,20141115,20140812,,895,CI,I,1,,,
1934961,ZP,79,PC,20120911,20101012,20120814,573,CI,I,2,,,
1934962,ZP,218,7X,20151007,20150614,20151006,,FE,I,1,,,
1934969,ZP,430,CJ,20150430,20150312,,535,CI,I,1,,,
1934969,ZP,430,CJ,20160308,20160225,,3262,CI,I,2,,,
1934969,ZP,441,PC,20150826,20150501,20150730,1205,CI,I,2,,,
1934970,ZP,98,PC,20111021,20110308,20110926,733,CI,I,2,,,
1934970,ZP,98,CJ,20100528,20100506,,5800,CI,I,1,,,
1934970,ZP,98,CJ,20130425,20130321,,2031,CI,I,1,,,
1934986,ZP,344,CJ,20140131,20130627,,1067,CI,I,1,,,
1934989,ZP,203,7X,20150925,20110926,20120327,,BK,I,1,,,
1934994,ZP,26P,7X,20110406,20100728,20110405,,FE,C,1,,,
1934996,ZP,56,PL,20160115,20150824,20151230,413,RD,I,1,,,
1935005,ZP,185,RL,20130228,20080425,20130124,628,RD,C,1,,,
1935007,ZP,376,7X,20100806,20100406,20100805,,FE,I,1,,,
1935008,ZP,556,CJ,20160621,20140827,,2464,CI,I,1,,,
1935011,ZP,147,CJ,20141112,20141006,,4230,CI,I,1,,,
1935011,ZP,147,CJ,20130802,20130603,,744,CI,I,1,,,
1935011,ZP,147,CJ,20120413,20120203,,4092,CI,I,2,,,
1935017,ZP,155,CJ,20110225,20101215,,585,CI,I,1,,,
1935017,ZP,155,PC,20120331,20100804,20120227,287,CI,I,1,,,
1935017,ZP,155,CJ,20130717,20130505,,285,CI,I,2,,,
1935021,ZP,411,7X,20071116,20070731,20071114,,FE,C,1,,,
1935021,ZP,154,PC,20120911,20110630,20120730,2084,CI,I,1,,,
1935022,ZP,411,7X,20071116,20070731,20071114,,FE,C,1,,,
1935025,ZP,16P,CJ,20150101,20141103,,2370,CI,I,1,,,
1935026,ZP,29R,PC,20140325,20140115,20140312,359,CI,I,1,,,
1935028,ZP,401,SL,20140513,20130822,,760,RD,C,1,,,
1935031,ZP,44,CJ,20130713,20120423,,7435,CI,C,1,,,
1935031,ZP,44,CJ,20120309,20110615,,2400,CI,C,1,,,
1935040,ZP,21X,CJ,20091128,20091105,,6725,CI,C,1,,,
1935044,ZP,483,7X,20101230,20100915,20101228,,FE,C,1,,,
1935051,ZP,184,7X,20100121,20091020,20100119,,FE,C,1,,,
1935051,ZP,146,PL,20130103,20071127,20120814,77,RD,C,1,,,
1935051,ZP,146,PL,20130103,20071023,20120814,821,RD,I,1,,,
1935053,ZP,146,PL,20130103,20071127,20120814,77,RD,C,1,,,
1935053,ZP,146,PL,20130103,20071023,20120814,821,RD,I,1,,,
1935053,ZP,184,7X,20100121,20091020,20100119,,FE,C,1,,,
1935054,ZP,147,7X,20070223,20061101,20070221,,FE,I,1,,,
1935056,Z,97,CJ,20130411,20130404,,351,CI,I,1,,,
1935057,ZP,75,RL,20140211,20131009,20131218,60,RD,C,1,,,
1935057,ZP,75,RL,20120111,20111026,20111228,63,RD,C,1,,,
1935059,Z,109,PC,20130628,20120820,20130611,1270,CI,C,2,,,
1935060,Z,109,PC,20130628,20120820,20130611,1270,CI,C,2,,,
1935067,ZP,1,7X,20110108,20100929,20110106,,FE,I,1,,,
1935067,ZP,159,CB,20100318,20100309,20100929,713,CI,I,1,,,
1935077,ZP,20H,CJ,20140625,20140314,,1664,CI,I,1,,,
1935085,ZP,2,7X,20100218,20091106,20100216,,FE,I,1,,,
1935087,ZP,00H,CJ,20150428,20150402,,349,CI,C,1,,,
1935089,ZP,782,CJ,20131113,20130710,,5522,CI,C,1,,,
1935115,Z,130,PC,20121009,20110314,20120327,2389,CI,I,1,,,
1935115,Z,130,PC,20140527,20120409,20120723,2606,CI,I,1,,,
1935120,ZP,13,CJ,20130308,20120508,,10745,CI,I,1,,,
1935120,ZP,120,RL,20130611,20091102,20130319,1949,RD,I,1,,,
1935127,ZP,974,RL,20121004,20120109,20120925,251,RD,I,1,,,
1935151,ZP,279,3D,20120405,20101008,20120404,,FE,C,1,,,
1935160,ZP,118,PC,20130913,20110316,20110804,1831,MU,I,1,,,
1935161,ZP,180,CJ,20121227,20121121,,1507,CI,I,1,,,
1935167,ZP,23,CJ,20120706,20120627,,3148,CI,I,1,,,
1935167,ZP,23,CJ,20120216,20120201,,400,CI,I,1,,,
1935167,ZP,163,CJ,20130326,20130312,,1211,CI,I,1,,,
1935168,ZP,128,RL,20141216,20140303,20141210,517,RD,C,1,,,
1935176,ZP,26K,7X,20100129,20091021,20100127,,FE,I,1,,,
1935182,ZP,373,7X,20081106,20080801,20081104,,FE,I,1,,,
1935183,ZP,83,RL,20150421,20140311,20140911,2902,RD,C,1,,,
1935183,ZP,83,RL,20150212,20121022,20140310,1096,RD,C,1,,,
1935183,ZP,411,7X,20090408,20081231,20090407,,FE,C,1,,,
1935183,ZP,83,RL,20150821,20150113,20150616,889,RD,C,1,,,
1935184,ZP,83,RL,20150212,20121022,20140310,1096,RD,C,1,,,
1935184,ZP,411,7X,20090408,20081231,20090407,,FE,C,1,,,
1935184,ZP,83,RL,20150421,20140311,20140911,2902,RD,C,1,,,
1935184,ZP,83,RL,20150821,20150113,20150616,889,RD,C,1,,,
1935192,Z,429,CJ,20160518,20160329,,2804,CI,I,1,,,
1935192,Z,429,CJ,20130326,20130201,,4504,CI,I,1,,,
1935192,Z,429,CJ,20160614,20160420,,1854,CI,I,1,,,
1935193,Z,429,CJ,20160518,20160329,,2804,CI,I,1,,,
1935193,Z,429,CJ,20130326,20130201,,4504,CI,I,1,,,
1935193,Z,429,CJ,20160614,20160420,,1854,CI,I,1,,,
1935201,Z,89,CB,20110308,20110223,20110328,3560,CI,I,1,,,
1935201,ZP,82,7X,20110713,20110328,20110711,,FE,I,1,,,
1935205,Z,13P,CJ,20150801,20150501,,850,CI,I,1,,,
1935213,ZP,4,RL,20120501,20111205,20120419,4489,RD,I,1,,,
1935213,ZP,4,RL,20120501,20090818,20120419,4226,RD,I,1,,,
1935213,ZP,4,RL,20120602,20090818,20120510,4314,RD,I,1,,,
1935213,ZP,4,SL,20111223,20111212,,4489,RD,I,1,,,
1935215,ZP,498,SL,,20061213,,1417,RD,I,1,,,
1935215,ZP,504,CJ,20160614,20160524,,810,CI,C,2,,,
1935215,ZP,521,PC,20150424,20130711,20140512,760,CI,I,1,,,
1935228,ZP,275,3X,20150604,20100210,20150603,,FE,I,1,,,
1935228,ZP,68,CJ,20100120,20100113,,515,CI,I,1,,,
1935229,ZP,09N,CJ,20100924,20100921,,1873,CI,C,1,,,
1935229,ZP,1,7X,20080826,20080520,20080825,,FE,C,1,,,
1935231,ZP,279,7X,20150204,20141028,20150202,,FE,C,1,,,
1935236,ZP,13,CJ,20100727,20100715,,2139,CI,C,1,,,
1935239,ZP,116,CJ,20130116,20121017,,315,CI,I,1,,,
1935250,ZP,110,PC,20130521,20121220,20130502,149,CI,C,1,,,
1935251,ZP,110,PC,20130521,20121220,20130502,149,CI,C,1,,,
1935253,ZP,137,RL,20100407,20100107,20100302,773,RD,I,1,,,
1935254,ZP,369,RL,20130910,20120430,20130418,1749,RD,I,1,,,
1935255,ZP,483,7D,20120712,20080623,20090403,,BK,C,1,,,
1935255,ZP,73,SL,20130530,20130520,,3686,RD,I,1,,,
1935259,ZP,20S,CJ,20130412,20120816,,14000,MU,I,1,,,
1935265,ZP,16,SL,20121113,20120823,,458,RD,C,1,,,
1935269,ZP,974,RL,20150403,20141106,20150326,335,RD,I,1,,,
1935269,ZP,974,RL,20110106,20090806,20101216,1114,RD,I,1,,,
1935270,ZP,974,RL,20110106,20090806,20101216,1114,RD,I,1,,,
1935270,ZP,974,RL,20150403,20141106,20150326,335,RD,I,1,,,
1935271,ZP,9,CJ,20120731,20110721,,400,CI,I,1,,,
1935271,ZP,9,CJ,20141021,20140325,,567,CI,I,1,,,
1935271,ZP,9,CJ,20120731,20111020,,655,CI,I,1,,,
1935273,ZP,632,7X,20090219,20081115,20090218,,FE,I,1,,,
1935273,ZP,632,7D,20081105,20070109,20081104,,FE,I,1,,,
1935273,Z,208,CJ,20140321,20140317,,606,CI,I,2,,,
1935273,Z,208,CJ,20121006,20121004,,1815,CI,I,1,,,
1935278,ZP,57C,CJ,20150915,20150729,,965,CI,I,1,,,
1935280,ZP,342,PC,20160823,20110609,20121003,1562,CI,I,1,,,
1935280,ZP,342,CJ,20100615,20100517,,5139,CI,I,1,,,
1935281,ZP,101,PC,20120918,20120626,20120824,505,CI,C,1,,,
1935281,ZP,101,CJ,20101124,20101117,,539,CI,C,1,,,
1935281,ZP,101,PC,20130312,20121123,20130219,1026,CI,C,1,,,
1935281,ZP,101,PC,20140313,20140114,20140225,331,CI,C,1,,,
1935281,ZP,101,PC,20150204,20121109,20130719,615,CI,C,1,,,
1935284,Z,191,CJ,20150708,20150616,,3163,CI,I,1,,,
1935287,ZP,157,PC,20140124,20130219,20131223,670,CI,I,2,,,
1935287,ZP,157,PC,20131101,20130530,20130912,625,CI,I,2,,,
1935287,ZP,157,CJ,20160928,20160803,,2867,CI,I,2,,,
1935287,ZP,157,PC,20110308,20101215,20110131,648,CI,C,1,,,
1935295,ZP,53,7X,20160317,20151209,20160316,,FE,I,1,,,
1935300,ZP,201,RL,20110310,20101103,20110226,176,RD,I,1,,,
1935302,ZP,32,CJ,20140924,20140804,,1102,CI,I,1,,,
1935307,ZP,126,RL,20160315,20150929,20160311,360,RD,I,1,,,
1935308,ZP,27,CJ,20160310,20141211,,2942,CI,I,1,,,
1935311,ZP,632,7X,20141029,20140718,20141028,,FE,I,1,,,
1935312,ZP,543,CJ,20110330,20101220,,3194,CI,I,1,,,
1935312,ZP,496,PC,20131221,20110718,20110818,477,CI,C,1,,,
1935313,Z,11J,PL,20150506,20110321,20150424,2475,RD,I,1,,,
1935319,ZP,484,7X,20150914,20150121,20150526,,BK,I,1,,,
1935338,ZP,26P,7X,20110825,20110409,20110823,,FE,C,1,,,
1935343,ZP,203,7X,20070220,20061101,20070212,,FE,I,1,,,
1935345,ZP,354,PC,20120216,20110607,20120110,511,CI,I,1,,,
1935346,ZP,354,PC,20120216,20110607,20120110,511,CI,I,1,,,
1935359,ZP,23Y,CJ,20101222,20101011,,2000,RD,I,1,,,
1935360,ZP,02D,RL,20141113,20130422,20141003,655,RD,I,1,,,
1935360,ZP,02D,RL,20141113,20120423,20141003,576,RD,I,1,,,
1935360,ZP,02D,TL,20150529,20150406,,610,RD,I,1,,,
1935360,ZP,02D,TL,20160628,20160411,,631,RD,I,1,,,
1935360,ZP,02D,RL,20141113,20140410,20141003,878,RD,I,1,,,
1935361,Z,885,CJ,20110614,20110602,,833,CI,I,1,,,
1935361,ZP,107,CJ,20091222,20091127,,1647,CI,I,1,,,
1935362,ZP,144,SL,20151007,20150720,,923,RD,I,1,,,
1935368,ZP,246,7X,20100219,20090420,20100218,,FE,C,1,,,
1935371,ZP,1,7X,20121102,20120727,20121031,,FE,I,1,,,
1935371,ZP,46,PC,20140125,20130329,20140117,1493,CI,I,1,,,
1935373,ZP,381,3X,20141029,20110606,20141028,,FE,C,1,,,
1935375,ZP,44,CJ,20100521,20100223,,8150,CI,I,1,,,
1935378,ZP,472,CJ,20110512,20110407,,597,CI,C,1,,,
1935386,ZP,212,CJ,20100813,20100708,,15143,CI,C,1,,,
1935386,ZP,1,7X,20100512,20091130,20100510,,FE,C,1,,,
1935386,ZP,216,CJ,20121207,20121031,,1200,CI,I,1,,,
1935389,ZP,5,CJ,20100818,20100720,,1508,CI,I,1,,,
1935393,ZP,203,7X,20130717,20130314,20130716,,FE,I,1,,,
1935399,ZP,23,PC,20131203,20121119,20130802,4392,CI,I,1,,,
1935410,ZP,25K,FT,20160223,20160210,,35886,RD,I,1,,,
1935411,ZP,15P,7X,20110625,20110317,20110623,,FE,C,1,,,
1935413,ZP,454,7X,20090220,20081105,20090219,,FE,I,1,,,
1935421,ZP,74,PC,20150121,20131206,20140602,1091,CI,I,1,,,
1935421,ZP,74,CJ,20151124,20150923,,1506,CI,I,2,,,
1935422,ZP,101,PC,20140624,20130404,20140116,3000,CI,I,1,,,
1935424,ZP,38,RL,20150401,20120123,20120223,1048,RD,C,1,,,
1935424,ZP,38,PL,20131230,20110323,20110423,961,RD,I,1,,,
1935424,ZP,38,PF,20150401,20090728,20150302,23505,RD,C,1,,,
1935429,ZP,127,7X,20130808,20130514,20130807,,FE,I,1,,,
1935444,ZP,1,FT,20150130,20141223,,50016,RD,C,1,,,
1935444,ZP,1,FT,20110309,20110204,,12226,RD,C,1,,,
1935444,ZP,37,CJ,20160820,20160803,,1713,CI,C,2,,,
1935449,ZP,25C,CJ,20160316,20151127,,737,CI,I,1,,,
1935449,ZP,25C,CJ,20150707,20150428,,1027,CI,I,1,,,
1935451,ZP,174,SL,20130108,20121203,,1626,RD,I,1,,,
1935455,ZP,35K,7F,20160402,20160331,,,FE,C,1,,,
1935456,ZP,437,3X,20140524,20101126,20140523,,FE,I,1,,,
1935459,ZP,26P,7X,20100807,20100215,20100806,,FE,C,1,,,
1935461,ZP,5,CJ,20140205,20140124,,415,CI,I,1,,,
1935461,ZP,94,PC,20120222,20110727,20110810,409,CI,I,1,,,
1935464,ZP,110,PC,20151218,20130916,20140805,2867,CI,C,1,,,
1935464,ZP,206,7X,20110305,20101123,20110304,,FE,C,1,,,
1935464,ZP,110,CB,20101109,20101004,20101123,5905,CI,I,1,,,
1935468,ZP,126,CJ,20160817,20160314,,430,MU,I,1,,,
1935476,ZP,372,7X,20100825,20100422,20100824,,FE,C,1,,,
1935476,ZP,89,PC,20160308,20131101,20150929,1008,CI,C,1,,,
1935487,ZP,27,CJ,20130430,20130213,,339,CI,I,1,,,
1935487,ZP,27,CJ,20110928,20110608,,1246,CI,I,1,,,
1935487,ZP,27,CJ,20110826,20110131,,2283,CI,I,1,,,
1935492,Z,624,PL,20120629,20100915,20120613,894,RD,C,1,,,
1935492,Z,625,CJ,20120313,20120224,,921,CI,I,1,,,
1935493,ZP,109,7X,20101023,20100721,20101022,,FE,I,1,,,
1935494,ZP,153,CJ,20111104,20110718,,600,CI,I,1,,,
1935494,ZP,153,CJ,20100922,20100517,,219,CI,I,1,,,
1935494,ZP,145,CJ,20100901,20100223,,450,CI,I,1,,,
1935495,ZP,167,CJ,20130717,20130510,,716,CI,I,2,,,
1935504,ZP,26,CJ,20111026,20110406,,11031,CI,I,1,,,
1935504,ZP,25,CJ,20141112,20130222,,4584,CI,I,1,,,
1935507,Z,594,FT,20160223,20150713,,78558,RD,I,1,,,
1935507,Z,613,CJ,20160611,20160229,,5901,CI,I,1,,,
1935507,Z,594,FT,20101105,20101028,,46492,RD,I,1,,,
1935521,ZP,58,CJ,20151007,20151002,,100,CI,I,1,,,
1935521,ZP,58,PC,20151229,20150702,20151207,139,CI,I,1,,,
1935521,ZP,58,CJ,20120626,20120614,,170,CI,I,1,,,
1935521,ZP,58,CJ,20100810,20100805,,5881,CI,C,1,,,
1935525,ZP,285,CJ,20131002,20130410,,802,CI,I,2,,,
1935528,ZP,15X,CJ,20111019,20100816,,2164,CI,I,1,,,
1935531,ZP,87,CJ,20150929,20150710,,5694,CI,I,1,,,
1935535,ZP,126,SL,20130125,20121221,,142,RD,I,1,,,
1935535,ZP,126,SL,20131008,20130822,,171,RD,I,1,,,
1935550,ZP,16E,7X,20140129,20131029,20140128,,FE,C,1,,,
1935557,ZP,07J,RL,20100721,20070718,20100419,6793,RD,I,1,,,
1935573,ZP,14U,FT,20130824,20130819,,109049,RD,C,1,,,
1935575,ZP,53,1X,20160616,20090626,20160615,,FE,I,1,,,
1935579,ZP,203,7X,20111229,20110916,20111228,,FE,I,1,,,
1935581,ZP,53,7X,20111129,20110720,20111123,,FE,I,1,,,
1935586,ZP,779,RL,20140527,20120427,20140506,220,RD,C,1,,,
1935588,ZP,303,3F,20080906,20080905,,,FE,I,1,,,
1935590,ZP,83,CJ,20100813,20100219,,962,CI,I,1,,,
1935592,ZP,16F,7F,20160628,20150515,,,FE,C,1,,,
1935593,ZP,16F,7F,20160628,20150515,,,FE,C,1,,,
1935595,ZP,88,CJ,20150722,20150417,,810,CI,I,1,,,
1935603,ZP,03F,7X,20081104,20080625,20081103,,FE,I,1,,,
1935606,Z,74,CJ,20130103,20121217,,2610,CI,I,1,,,
1935606,ZP,168,PL,20150609,20140716,20150309,698,RD,I,1,,,
1935606,ZP,168,PL,20150505,20130723,20150225,196,RD,I,1,,,
1935618,ZP,26L,7D,20140429,20140122,20140428,,FE,I,1,,,
1935618,ZP,26L,7D,20150804,20140811,20150803,,FE,I,1,,,
1935621,ZP,974,RL,20140916,20110913,20140820,1124,RD,I,1,,,
1935621,ZP,970,7X,20140625,20111102,20120210,,BK,I,1,,,
1935640,ZP,34,CJ,20110914,20110620,,2095,CI,I,2,,,
1935651,ZP,418,7X,20160518,20160215,20160517,,FE,I,1,,,
1935651,ZP,62,PC,20151201,20120502,20151006,951,CI,I,1,,,
1935659,ZP,204,7X,20110106,20100713,20110105,,FE,I,1,,,
1935660,ZP,204,7X,20110106,20100713,20110105,,FE,I,1,,,
1935671,ZP,41,RL,20160302,20150331,20160210,3464,RD,I,1,,,
1935675,ZP,25S,FT,20120821,20120813,,17792,RD,C,1,,,
1935675,ZP,25S,PF,20140610,20100901,20140603,23411,RD,C,1,,,
1935689,ZP,280,7X,20120214,20081020,20120213,,FE,I,1,,,
1935695,ZP,203,7X,20100126,20091006,20100125,,FE,I,1,,,
1935696,ZP,203,7X,20150429,20150120,20150428,,FE,I,1,,,
1935704,ZP,75,CJ,20160310,20160111,,15044,CI,I,1,,,
1935712,ZP,312,7X,20080206,20071107,20080204,,FE,I,1,,,
1935718,ZP,403,PF,20130626,20081020,20130515,5224,RD,C,1,,,
1935723,ZP,353,CJ,20140108,20131220,,1139,CI,I,1,,,
1935724,ZP,694,3F,20150130,20150128,,,FE,C,1,,,
1935727,Z,151,CJ,20110712,20110620,,836,CI,C,1,,,
1935728,Z,151,CJ,20110712,20110620,,836,CI,C,1,,,
1935733,ZP,19F,CJ,20160803,20141219,,4093,RD,C,1,,,
1935733,ZP,19F,CJ,20160804,20150609,,6423,RD,I,1,,,
1935735,ZP,24Q,7X,20110127,20101015,20110125,,FE,I,1,,,
